id_smart;name;description;cod_cat_n1_smt;categoria_nivel_1;cod_cat_n2_smt;categoria_nivel_2;marca;formato;precio;image1;image2;image3;empresa;name_tottus;score_tottus;marca_tottus;formato_tottus;precio_tottus;name_lider;score_lider;marca_lider;formato_lider;precio_lider;name_jumbo;score_jumbo;marca_jumbo;formato_jumbo;precio_jumbo;flag_mmpp
L715401;Pisco Guarda 40°, 700 cc;Pisco Reservado de Guarda Doble Destilado Capel, 700cc;BYL_001;Bebidas y Licores;D_001;Destilados;capel;700 cc;8590.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1037495a.jpg]&sink;;;Lider;;;;;;pisco guarda 40° 700 cc capel 700 cc;95.0;capel;700 cc;8590.0;;;;;;0
L715521;Manjar Sin Lactosa, 500 g;Manjar Sin Lactosa Nestlé, 500g;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;nestle;500 g;3650.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1037727a.jpg]&sink;;;Lider;;;;;;manjar lactosa 500 g nestle 500 g;95.0;nestle;500 g;3650.0;;;;;;0
L715522;Manjar Doypack, 800 g;Manjar Nestlé, 800g;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;nestle;800 g;4090.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1037729a.jpg]&sink;;;Lider;;;;;;manjar doypack 800 g nestle 800 g;95.0;nestle;800 g;4090.0;;;;;;0
L715643;Sofrito Apio Tomate, 150 gr;Sofrito Congelado Tomate - Apio Frutos Del Maipo, 150g;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;frutos del maipo;150 g;950.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1037965a.jpg]&sink;;;Lider;;;;;;sofrito apio tomate 150 gr frutos maipo 150 g;95.0;frutos del maipo;150 g;950.0;;;;;;0
L715644;Arroz Mix Criollo, 500 gr;no info;PL_001;Platos Preparados;PT_001;Para Terminar en Casa;frutos del maipo;500 g;2190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1037967a.jpg]&sink;;;Lider;;;;;;arroz mix criollo 500 gr frutos maipo 500 g;95.0;frutos del maipo;500 g;2190.0;;;;;;0
L715645;Base Porotos Granados, 500 gr;Base Porotos Granados Congelada Frutos Del Maipo, 500g;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;frutos del maipo;500 g;2490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1037969a.jpg]&sink;;;Lider;;;;;;base porotos granados 500 gr frutos maipo 500 g;95.0;frutos del maipo;500 g;2490.0;;;;;;0
L715646;Base Estofado, 500 gr;Base para Estofado Congelada Frutos Del Maipo, 500g;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;frutos del maipo;500 g;2190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1037971a.jpg]&sink;;;Lider;;;;;;base estofado 500 gr frutos maipo 500 g;95.0;frutos del maipo;500 g;2190.0;;;;;;0
L715647;Base Carbonada, 500 gr;Base Carbonada Frutos Del Maipo, 500g;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;frutos del maipo;500 g;2190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1037973a.jpg]&sink;;;Lider;;;;;;base carbonada 500 gr frutos maipo 500 g;95.0;frutos del maipo;500 g;2190.0;;;;;;0
L715648;Arroz Mix Aceituna, 500 gr;Arroz Congelado Mix Aceitunas Frutos Del Maipo, 500g;PL_001;Platos Preparados;PT_001;Para Terminar en Casa;frutos del maipo;500 g;2190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1037975a.jpg]&sink;;;Lider;;;;;;arroz mix aceituna 500 gr frutos maipo 500 g;95.0;frutos del maipo;500 g;2190.0;;;;;;0
L715649;Arroz Mix champiñon, 500 gr;Arroz Congelado Mix Champiñón Frutos Del Maipo, 500g;PL_001;Platos Preparados;PT_001;Para Terminar en Casa;frutos del maipo;500 g;2190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1037977a.jpg]&sink;;;Lider;;;;;;arroz mix champiñon 500 gr frutos maipo 500 g;95.0;frutos del maipo;500 g;2190.0;;;;;;0
L715767;Vino Chardonnay Desalcoholizado, 750 cc;Vino Blanco sin Alcohol Chardonnay Sinzero, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;sinzero;750 cc;7390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1038155a-1.jpg]&sink;;;Lider;;;;;;vino chardonnay desalcoholizado 750 cc sinzero 750 cc;95.0;sinzero;750 cc;7390.0;;;;;;0
L777623;Wok Oriental, 400 gr;Salteado Wok Oriental Bolsa Congelado Minuto Wok, 400g;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;minuto verde;400 g;2050.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1039132a.jpg]&sink;;;Lider;;;;;;wok oriental 400 gr minuto verde 400 g;95.0;minuto verde;400 g;2050.0;;;;;;0
L777624;Wok Thai, 400 gr;Salteado Minuto Wok con Salsa Congelado Thai Minuto Verde, 400g;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;minuto verde;400 g;2050.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1039134a.jpg]&sink;;;Lider;;;;;;wok thai 400 gr minuto verde 400 g;95.0;minuto verde;400 g;2050.0;;;;;;0
L777625;Wok Mediterráneo, 400 gr;Salteado Minuto Wok con Salsa Congelado Bolsa Mediterráneo Minuto Verde, 400g;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;minuto verde;400 g;2050.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1039136a.jpg]&sink;;;Lider;;;;;;wok mediterráneo 400 gr minuto verde 400 g;95.0;minuto verde;400 g;2050.0;;;;;;0
L716355;Blister Caramelo Explosivo Barbie, 28 g;Caramelo Explosivo sin Azúcar Sobres Frutilla y Tutti Fruti Barbie, 4Unidades;DYD_001;Desayunos y Dulces;CYC_001;Chocolates y Candy;dulce locura;28 g;3350.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1039258a.jpg]&sink;;;Lider;;;;;;blister caramelo explosivo barbie 28 g dulce locura 28 g;95.0;dulce locura;28 g;3350.0;;;;;;0
L131182;Chocolate en Barra Golden Nuss 100 g, 100 g;Chocolate de Leche Barra Golden Nuss Con Almendras Ambrosoli, 100g;DYD_001;Desayunos y Dulces;CYC_001;Chocolates y Candy;ambrosoli;100 g;990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1040872a.jpg]&sink;;;Lider;;;;;;chocolate barra golden nuss 100 g 100 g ambrosoli 100 g;95.0;ambrosoli;100 g;990.0;;;;;;0
L718033;Cereal Vainilla, 360 g;Cereal Triton Vainilla Mckay, 360g;DYD_001;Desayunos y Dulces;CER_001;Cereales;triton;360 g;3390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1042053a-1.jpg]&sink;;;Lider;;;;;;cereal vainilla 360 g triton 360 g;95.0;triton;360 g;3390.0;;;;;;0
L718527;Mini Quiche coctel Mix para hornear, 18 Un;no info;PL_001;Platos Preparados;COT_001;Cóctel;lider;18 un;8990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1042912a.jpg]&sink;;;Lider;;;;;;mini quiche coctel mix hornear 18 lider 18;95.0;lider;18 un;8990.0;;;;;;1
L718527;Mini Quiche coctel Mix para hornear, 18 Un;no info;C_001;Congelados;CC_001;Comidas Congeladas;lider;18 un;8990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1042912a.jpg]&sink;;;Lider;;;;;;mini quiche coctel mix hornear 18 lider 18;95.0;lider;18 un;8990.0;;;;;;1
L588819;Cafe Organico Bufalo Soldier, 227 g;Café Orgánico Molido Buffalo Soldier Marley Coffee, 227g;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;marley coffee;227 g;10350.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1042925a.jpg]&sink;;;Lider;;;;;;cafe organico bufalo soldier 227 g marley coffee 227 g;95.0;marley coffee;227 g;10350.0;;;;;;0
L878375;Llavero Tubo Con Caramelos Sin Azúcar., 1 Un;no info;DYD_001;Desayunos y Dulces;CYC_001;Chocolates y Candy;brickell;1 un;2150.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1044034a.jpg]&sink;;;Lider;;;;;;llavero tubo caramelos azúcar 1 brickell 1;95.0;brickell;1 un;2150.0;;;;;;0
L719261;Pack Cerveza Golden Lager Latas, 12 Un x 354 ml c/u;Pack 12 x Cerveza Premium Golden Lager Cusqueña, 4248cc;BYL_001;Bebidas y Licores;CE_001;Cervezas;cusqueña;12 un x 354 ml c/u;7990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1044326a.jpg]&sink;;;Lider;;;;;;pack cerveza golden lager latas 12 x 354 ml cu cusqueña 12 x 354 ml cu;95.0;cusqueña;12 un x 354 ml c/u;7990.0;;;;;;0
L719726;Galletas Pack Cookies & Cream, 6 Un x 36 g c/u;no info;DYD_001;Desayunos y Dulces;GYC_001;Galletas y Colaciones Dulces;oreo;6 un x 36 g c/u;2010.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045178a.jpg]&sink;;;Lider;;;;;;galletas pack cookies cream 6 x 36 g cu oreo 6 x 36 g cu;95.0;oreo;6 un x 36 g c/u;2010.0;;;;;;0
L719875;Cereal Inflado Arroz con Miel, 300 g;Cereal Inflado Arroz con Miel Lider, 300g;DYD_001;Desayunos y Dulces;CER_001;Cereales;lider;300 g;2190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045405a.jpg]&sink;;;Lider;;;;;;cereal inflado arroz miel 300 g lider 300 g;95.0;lider;300 g;2190.0;;;;;;1
L719876;Cereal Inflado Maíz con Miel, 300 g;Cereal Inflado Bolsa Maíz con Miel Lider, 300g;DYD_001;Desayunos y Dulces;CER_001;Cereales;lider;300 g;2190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045407a.jpg]&sink;;;Lider;;;;;;cereal inflado maíz miel 300 g lider 300 g;95.0;lider;300 g;2190.0;;;;;;1
L719877;Cereal Inflado Trigo con miel, 300 g;Cereal Inflado Bolsa Trigo con Miel Lider, 300g;DYD_001;Desayunos y Dulces;CER_001;Cereales;lider;300 g;2190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045409a.jpg]&sink;;;Lider;;;;;;cereal inflado trigo miel 300 g lider 300 g;95.0;lider;300 g;2190.0;;;;;;1
L810747;Chocolate relleno con oblea choco pause, 45 g;Oblea Choco Pause Cacao Recubierta con Chocolate con Leche Milka, 45g;DYD_001;Desayunos y Dulces;GYC_001;Galletas y Colaciones Dulces;milka;45 g;990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045483a.jpg]&sink;;;Lider;;;;;;chocolate relleno oblea choco pause 45 g milka 45 g;95.0;milka;45 g;990.0;;;;;;0
L720134;Galletas De Maíz Salmas Sin Gluten 12P, 216 gr;Galletas de Maíz Horneadas Salmas Caja Sanissimo, 216g;PYP_001;Panadería y Pastelería;PA_001;Panadería;sanissimo;216 g;3290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045850a.jpg]&sink;;;Lider;;;;;;galletas maíz salmas gluten 12p 216 gr sanissimo 216 g;95.0;sanissimo;216 g;3290.0;;;;;;0
L720137;Pan de Molde Linaza Chía con Prebióticos, 600 g;no info;PYP_001;Panadería y Pastelería;PA_001;Panadería;castaño;600 g;2190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045852a.jpg]&sink;;;Lider;;;;;;pan molde linaza chía prebióticos 600 g castaño 600 g;95.0;castaño;600 g;2190.0;;;;;;0
L720150;Vino Cabernet Sauvignon Reserva Alpaca Botella, 750 cc;Vino Tinto Reserva Cabernet Sauvignon Alpaca, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;alpaca;750 cc;4350.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045876a-1.jpg]&sink;;;Lider;;;;;;vino cabernet sauvignon reserva alpaca botella 750 cc alpaca 750 cc;95.0;alpaca;750 cc;4350.0;;;;;;0
L720151;Vino Carmenere Reserva Alpaca Botella, 750 cc;Vino Tinto Reserva Carmenère Alpaca, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;alpaca;750 cc;4350.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045878a.jpg]&sink;;;Lider;;;;;;vino carmenere reserva alpaca botella 750 cc alpaca 750 cc;95.0;alpaca;750 cc;4350.0;;;;;;0
L720154;Vino Carmenere Gran Reserva Animan Terrae Botella, 750 ml;Vino Tinto Gran Reserva Carmenere Animan Terrae, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;animan terrae;750 ml;5650.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045884a-1.jpg]&sink;;;Lider;;;;;;vino carmenere gran reserva animan terrae botella 750 ml animan terrae 750 ml;95.0;animan terrae;750 ml;5650.0;;;;;;0
L720155;Vino Cabernet Sauvignon Gran Reserva Animan Terrae Botella, 750 ml;Vino Tinto Gran Reserva Cabernet Sauvignon Animan Terrae, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;animan terrae;750 ml;5650.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1045886a.jpg]&sink;;;Lider;;;;;;vino cabernet sauvignon gran reserva animan terrae botella 750 ml animan terrae 750 ml;95.0;animan terrae;750 ml;5650.0;;;;;;0
L699466;Chocolate Costa Rama, 40 g;no info;DYD_001;Desayunos y Dulces;CYC_001;Chocolates y Candy;costa;40 g;1250.0;https://images.lider.cl/wmtcl?source=url[file:/productos/10462a.jpg]&sink;;;Lider;;;;;;chocolate costa rama 40 g costa 40 g;95.0;costa;40 g;1250.0;;;;;;0
L720524;Manjar, 400 g;Manjar Con Alulosa Daily, 400g;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;daily;400 g;3150.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1046452a.jpg]&sink;;;Lider;;;;;;manjar 400 g daily 400 g;95.0;daily;400 g;3150.0;;;;;;0
L721887;Té nego royal ceylon ganel 200g, 200 gr;Te Negro en Hoja Royal Ceylon Lipton, 200g;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;lipton;200 g;3990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048888a.jpg]&sink;;;Lider;;;;;;té nego royal ceylon ganel 200g 200 gr lipton 200 g;95.0;lipton;200 g;3990.0;;;;;;0
L721888;Té nego yellow label granel 180g, 180 gr;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;lipton;180 g;4750.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048890a.jpg]&sink;;;Lider;;;;;;té nego yellow label granel 180g 180 gr lipton 180 g;95.0;lipton;180 g;4750.0;;;;;;0
L721889;Té Chai Spice, 20 Un;Té Negro en Bolsitas Chai Spice Ahmad Tea, 20Unidades;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;ahmad;20 un;3650.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048892a.jpg]&sink;;;Lider;;;;;;té chai spice 20 ahmad 20;95.0;ahmad;20 un;3650.0;;;;;;0
L721890;Té Negro con Peach-Passion Fruit, 10 Un;Té Negro con Peach-Passion Fruit Ahmad Tea, 20g;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;ahmad;10 un;1990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048894a.jpg]&sink;;;Lider;;;;;;té negro peachpassion fruit 10 ahmad 10;95.0;ahmad;10 un;1990.0;;;;;;0
L721892;Té English Breakfast 10 Bolsas, 10 un;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;basilur;10 un;2290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048898a.jpg]&sink;;;Lider;;;;;;té english breakfast 10 bolsas 10 basilur 10;95.0;basilur;10 un;2290.0;;;;;;0
L721893;Té Earl Grey 10 Bolsas, 10 un;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;basilur;10 un;2290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048900a.jpg]&sink;;;Lider;;;;;;té earl grey 10 bolsas 10 basilur 10;95.0;basilur;10 un;2290.0;;;;;;0
L721894;Té Granel Chai 100g, 100 gr;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;basilur;100 g;5590.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048902a.jpg]&sink;;;Lider;;;;;;té granel chai 100g 100 gr basilur 100 g;95.0;basilur;100 g;5590.0;;;;;;0
L721899;Té English Breakfast Decaff, 25 Un;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;twinings;25 un;10290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048912a-1.jpg]&sink;;;Lider;;;;;;té english breakfast decaff 25 twinings 25;95.0;twinings;25 un;10290.0;;;;;;0
L782977;Té Verde, 100 g;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;twinings;100 g;8130.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048914a-1.jpg]&sink;;;Lider;;;;;;té verde 100 g twinings 100 g;95.0;twinings;100 g;8130.0;;;;;;0
L727392;Té Lata Granel English BreakFast, 100 g;Té Negro en Hojas English Breakfast Twinings, 100g;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;twinings;100 g;8280.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048916a.jpg]&sink;;;Lider;;;;;;té lata granel english breakfast 100 g twinings 100 g;95.0;twinings;100 g;8280.0;;;;;;0
L727393;Té Lata Granel Earl Grey, 100 g;Te Negro en Hoja Earl Grey Twinings, 100g;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;twinings;100 g;8280.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048918a.jpg]&sink;;;Lider;;;;;;té lata granel earl grey 100 g twinings 100 g;95.0;twinings;100 g;8280.0;;;;;;0
L721907;Té Gourmet Surtido 6 Sabores, 75 Un;Té en Bolsitas Surtido 6 Sabores Supremo, 75Unidades;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;supremo;75 un;4810.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048922a.jpg]&sink;;;Lider;;;;;;té gourmet surtido 6 sabores 75 supremo 75;95.0;supremo;75 un;4810.0;;;;;;0
L721911;Té Verde Surtidos, 150 g;Té Verde Surtido Supremo, 75Unidades;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;supremo;150 g;5850.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048924a.jpg]&sink;;;Lider;;;;;;té verde surtidos 150 g supremo 150 g;95.0;supremo;150 g;5850.0;;;;;;0
L721914;Té Verde con Matcha, 40 g;Té Verde Matcha Supremo, 40g;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;supremo;40 g;1690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048926a.jpg]&sink;;;Lider;;;;;;té verde matcha 40 g supremo 40 g;95.0;supremo;40 g;1690.0;;;;;;0
L721915;Té Frutos Patagón Supremo, 50 g;Infusión en Bolsitas Frutos Patagónicos Supremo, 20Unidades;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;supremo;50 g;2310.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1048928a.jpg]&sink;;;Lider;;;;;;té frutos patagón supremo 50 g supremo 50 g;95.0;supremo;50 g;2310.0;;;;;;0
L722185;Té Chai 10 Bolsas, 10 un;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;basilur;10 un;2290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1049400a.jpg]&sink;;;Lider;;;;;;té chai 10 bolsas 10 basilur 10;95.0;basilur;10 un;2290.0;;;;;;0
L722238;Alimento Seco Perro Adulto Raza Mediana/Grande Bolsa, 15 Kg;no info;MAS_001;Mascotas;PE_001;Perro;animal planet;15 kg;39190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1049456a.jpg]&sink;;;Lider;;;;;;alimento seco perro adulto raza medianagrande bolsa 15 kg animal planet 15 kg;95.0;animal planet;15 kg;39190.0;;;;;;0
L722355;Vino Gran Reserva Carmenere, 750 ml;Vino Tinto Carmenere Chateau Los Boldos, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;los boldos;750 ml;8850.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1049670a.jpg]&sink;;;Lider;;;;;;vino gran reserva carmenere 750 ml boldos 750 ml;95.0;los boldos;750 ml;8850.0;;;;;;0
L722362;Vino Romano, 750 cc;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;sucesor;750 cc;18550.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1049684a.jpg]&sink;;;Lider;;;;;;vino romano 750 cc sucesor 750 cc;95.0;sucesor;750 cc;18550.0;;;;;;0
L722363;Vino Red, 750 cc;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;sucesor;750 cc;19650.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1049686a.jpg]&sink;;;Lider;;;;;;vino red 750 cc sucesor 750 cc;95.0;sucesor;750 cc;19650.0;;;;;;0
L722364;Vino Blue, 750 ml;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;sucesor;750 ml;16250.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1049688a.jpg]&sink;;;Lider;;;;;;vino blue 750 ml sucesor 750 ml;95.0;sucesor;750 ml;16250.0;;;;;;0
L722512;Pack Whiskey Tennessee Fire 750 ml + 2 Shots, 1 Un;no info;BYL_001;Bebidas y Licores;D_001;Destilados;jack daniel's;1 un;26990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1049958a.jpg]&sink;;;Lider;;;;;;pack whiskey tennessee fire 750 ml 2 shots 1 jack daniels 1;95.0;jack daniel's;1 un;26990.0;;;;;;0
L723604;Vino Ensamblaje Blend, 750 cc;Vino Tinto Perla Negra Icon 2019 Casa Donoso, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;perla negra;750 cc;34390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1050806a.jpg]&sink;;;Lider;;;;;;vino ensamblaje blend 750 cc perla negra 750 cc;95.0;perla negra;750 cc;34390.0;;;;;;0
L723582;Vino Ensamblaje Blend, 750 cc;Vino Tinto Sideral San Pedro, 750cc;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;sideral;750 cc;25290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051860a-1.jpg]&sink;;;Lider;;;;;;vino ensamblaje blend 750 cc sideral 750 cc;95.0;sideral;750 cc;25290.0;;;;;;0
L723585;Vino Ensamblaje Blend, 750 cc;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;tupu;750 cc;28990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051864a.jpg]&sink;;;Lider;;;;;;vino ensamblaje blend 750 cc tupu 750 cc;95.0;tupu;750 cc;28990.0;;;;;;0
L723586;Vino Malbec, 750 cc;Vino Tinto Malbec - Carmenere Caliterra, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;caliterra;750 cc;25490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051866a.jpg]&sink;;;Lider;;;;;;vino malbec 750 cc caliterra 750 cc;95.0;caliterra;750 cc;25490.0;;;;;;0
L723588;Vino Carginan, 750 cc;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;undurraga;750 cc;23850.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051870a.jpg]&sink;;;Lider;;;;;;vino carginan 750 cc undurraga 750 cc;95.0;undurraga;750 cc;23850.0;;;;;;0
L723589;Vino Sauvignon Blanc, 750 ml;Vino Blanco Pequeñas Producciones Sauvignon Casas Del Bosque, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;casas del bosque;750 ml;19090.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051872a.jpg]&sink;;;Lider;;;;;;vino sauvignon blanc 750 ml casas bosque 750 ml;95.0;casas del bosque;750 ml;19090.0;;;;;;0
L725183;Espumante Extra Brut, 750 cc;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;santa ema;750 cc;32550.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051874a.jpg]&sink;;;Lider;;;;;;espumante extra brut 750 cc santa ema 750 cc;95.0;santa ema;750 cc;32550.0;;;;;;0
L725181;Espumante Brut Nature, 750 cc;Vino Espumante Premium Extra Brut Casas Del Bosque, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;casas del bosque;750 cc;29990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051876a.jpg]&sink;;;Lider;;;;;;espumante brut nature 750 cc casas bosque 750 cc;95.0;casas del bosque;750 cc;29990.0;;;;;;0
L723592;Espumante Prosecco Doc, 750 cc;Vino Espumante Prosecco Extra Dry Freixenet, 75cl;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;freixenet;750 cc;20690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051878a.jpg]&sink;;;Lider;;;;;;espumante prosecco doc 750 cc freixenet 750 cc;95.0;freixenet;750 cc;20690.0;;;;;;0
L723594;Vino Ensamblaje Cerro Basalto, 750 cc;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;koyle;750 cc;32990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051882a.jpg]&sink;;;Lider;;;;;;vino ensamblaje cerro basalto 750 cc koyle 750 cc;95.0;koyle;750 cc;32990.0;;;;;;0
L723596;Vino Pinot Noir, 750 ml;Vino Tinto Pinot Noir Casas Del Bosque, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;casas del bosque;750 ml;32290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051886a.jpg]&sink;;;Lider;;;;;;vino pinot noir 750 ml casas bosque 750 ml;95.0;casas del bosque;750 ml;32290.0;;;;;;0
L725182;Vino Syrah, 750 ml;Vino Tinto Syrah Casas Del Bosque, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;casas del bosque;750 ml;27490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051888a.jpg]&sink;;;Lider;;;;;;vino syrah 750 ml casas bosque 750 ml;95.0;casas del bosque;750 ml;27490.0;;;;;;0
L787372;Vino Carmenere Amplus, 750 cc;Vino Tinto Amplus One Carmenere Santa Ema, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;santa ema;750 cc;13990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051890a.jpg]&sink;;;Lider;;;;;;vino carmenere amplus 750 cc santa ema 750 cc;95.0;santa ema;750 cc;13990.0;;;;;;0
L723600;Vino Marqués de Casa Concha Etiqueta Negra, 750 cc;Vino Tinto Marques de Casa Concha Etiqueta Negra Concha y Toro, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;marques de casa concha;750 cc;21190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1051894a.jpg]&sink;;;Lider;;;;;;vino marqués casa concha etiqueta negra 750 cc marques casa concha 750 cc;95.0;marques de casa concha;750 cc;21190.0;;;;;;0
