id_smart;name;description;cod_cat_n1_smt;categoria_nivel_1;cod_cat_n2_smt;categoria_nivel_2;marca;formato;precio;image1;image2;image3;empresa;name_tottus;score_tottus;marca_tottus;formato_tottus;precio_tottus;name_lider;score_lider;marca_lider;formato_lider;precio_lider;name_jumbo;score_jumbo;marca_jumbo;formato_jumbo;precio_jumbo;flag_mmpp
L777418;Galletas Rellena Vainilla, 300 g;Galleta Rellena con Crema Great Value, 300g;DYD_001;Desayunos y Dulces;GYC_001;Galletas y Colaciones Dulces;great value;300 g;1990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1000333a.jpg]&sink;;;Lider;;;;;;galletas rellena vainilla 300 g great value 300 g;95.0;great value;300 g;1990.0;;;;;;0
L777419;Galletas Fudge Chocolate, 300 g;Galleta Rellena con Crema Great Value, 300g;DYD_001;Desayunos y Dulces;GYC_001;Galletas y Colaciones Dulces;great value;300 g;1990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1000335a.jpg]&sink;;;Lider;;;;;;galletas fudge chocolate 300 g great value 300 g;95.0;great value;300 g;1990.0;;;;;;0
L777420;Galletas Rellena Maple, 300 g;no info;DYD_001;Desayunos y Dulces;GYC_001;Galletas y Colaciones Dulces;great value;300 g;1990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1000337a.jpg]&sink;;;Lider;;;;;;galletas rellena maple 300 g great value 300 g;95.0;great value;300 g;1990.0;;;;;;0
L694162;Cerveza Amber Lager Lata, 4 Un 473 cc c/u;Cerveza Patagonia Amber Lager Kilometro 24.7, 4Unidades;BYL_001;Bebidas y Licores;CE_001;Cervezas;km 24.7;4 un 473 cc c/u;3850.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1000535a.jpg]&sink;;;Lider;;;;;;cerveza amber lager lata 4 473 cc cu km 247 4 473 cc cu;95.0;km 24.7;4 un 473 cc c/u;3850.0;;;;;;0
L694201;Chocolate Ritter Cocoa 74% Perú, 100 g;no info;DYD_001;Desayunos y Dulces;CYC_001;Chocolates y Candy;ritter sport;100 g;2850.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1000587a.jpg]&sink;;;Lider;;;;;;chocolate ritter cocoa 74 perú 100 g ritter sport 100 g;95.0;ritter sport;100 g;2850.0;;;;;;0
L694202;Chocolate Ritter Cocoa 61% Nicaragua, 100 g;no info;DYD_001;Desayunos y Dulces;CYC_001;Chocolates y Candy;ritter sport;100 g;2850.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1000589a.jpg]&sink;;;Lider;;;;;;chocolate ritter cocoa 61 nicaragua 100 g ritter sport 100 g;95.0;ritter sport;100 g;2850.0;;;;;;0
L694457;Pure De Lúcuma, 500 gr;no info;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;guallarauco;500 g;4490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1000983a.jpg]&sink;;;Lider;;;;;;pure lúcuma 500 gr guallarauco 500 g;95.0;guallarauco;500 g;4490.0;;;;;;0
L694458;Helado Multipack barra de fruta Sabor Mango libre de sellos, 528 g;no info;C_001;Congelados;H_001;Helados;guallarauco;528 g;5690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1000985a.jpg]&sink;;;Lider;;;;;;helado multipack barra fruta sabor mango libre sellos 528 g guallarauco 528 g;95.0;guallarauco;528 g;5690.0;;;;;;0
L694459;Helado Multipack barra de fruta Sabor Lúcuma Manjar, 528 g;no info;C_001;Congelados;H_001;Helados;guallarauco;528 g;5690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1000987a.jpg]&sink;;;Lider;;;;;;helado multipack barra fruta sabor lúcuma manjar 528 g guallarauco 528 g;95.0;guallarauco;528 g;5690.0;;;;;;0
L694460;Helado Multipack barra de fruta Sabor Frambuesa libre de sellos, 528 g;no info;C_001;Congelados;H_001;Helados;guallarauco;528 g;5690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1000989a.jpg]&sink;;;Lider;;;;;;helado multipack barra fruta sabor frambuesa libre sellos 528 g guallarauco 528 g;95.0;guallarauco;528 g;5690.0;;;;;;0
L694520;Pack Cerveza Ipa Botella, 6 Un x de 335 ml;no info;BYL_001;Bebidas y Licores;CE_001;Cervezas;royal guard;6 un x de 335 ml;6390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001064a.jpg]&sink;;;Lider;;;;;;pack cerveza ipa botella 6 x 335 ml royal guard 6 x 335 ml;95.0;royal guard;6 un x de 335 ml;6390.0;;;;;;0
L717241;Tagatosa gotas, 180 ml;Endulzante en Gotas Alusweet Tagatosa Biofoods, 180ml;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;alusweet;180 ml;3790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001560a.jpg]&sink;;;Lider;;;;;;tagatosa gotas 180 ml alusweet 180 ml;95.0;alusweet;180 ml;3790.0;;;;;;0
L717242;Endulzante Líquido a base de Alulosa Alusweet, 180 ml;Endulzante Líquido Alusweet Alulosa Biofoods, 180ml;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;biofoods;180 ml;3050.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001564a.jpg]&sink;;;Lider;;;;;;endulzante líquido base alulosa alusweet 180 ml biofoods 180 ml;95.0;biofoods;180 ml;3050.0;;;;;;0
L694790;Stevia Orgánica, 180 ml;Endulzante Líquido Orgánico Stevia Daily, 180ml;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;daily;180 ml;3090.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001568a.jpg]&sink;;;Lider;;;;;;stevia orgánica 180 ml daily 180 ml;95.0;daily;180 ml;3090.0;;;;;;0
L694791;Stevia Orgánica, 270 ml;Endulzante Líquido Orgánico Stevia Daily, 270ml;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;daily;270 ml;4690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001570a.jpg]&sink;;;Lider;;;;;;stevia orgánica 270 ml daily 270 ml;95.0;daily;270 ml;4690.0;;;;;;0
L694914;Mermelada Durazno, 200 g;Mermelada Durazno Honesta, 200g;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;honesta;200 g;980.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001782a.jpg]&sink;;;Lider;;;;;;mermelada durazno 200 g honesta 200 g;95.0;honesta;200 g;980.0;;;;;;0
L694916;Mermelada Frutilla, 200 g;Mermelada Frutilla Honesta, 200g;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;honesta;200 g;980.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001786a.jpg]&sink;;;Lider;;;;;;mermelada frutilla 200 g honesta 200 g;95.0;honesta;200 g;980.0;;;;;;0
L694917;Mermelada Berries, 200 g;Mermelada Berries Honesta, 200g;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;honesta;200 g;980.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001788a.jpg]&sink;;;Lider;;;;;;mermelada berries 200 g honesta 200 g;95.0;honesta;200 g;980.0;;;;;;0
L694918;Mermelada Mora, 200 g;Mermelada Mora Honesta, 200g;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;honesta;200 g;980.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001790a.jpg]&sink;;;Lider;;;;;;mermelada mora 200 g honesta 200 g;95.0;honesta;200 g;980.0;;;;;;0
L694919;Decoracion Fiesta, 80 g;Mostacilla para Repostería Fiesta Gourmet, 80g;PYP_001;Panadería y Pastelería;R_001;Repostería;gourmet;80 g;1620.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001792a.jpg]&sink;;;Lider;;;;;;decoracion fiesta 80 g gourmet 80 g;95.0;gourmet;80 g;1620.0;;;;;;0
L694979;Torta Hoja Manjar Rectangular, 785 gr;no info;PYP_001;Panadería y Pastelería;PAS_001;Pastelería;buenas migas;785 g;6990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001906a.jpg]&sink;;;Lider;;;;;;torta hoja manjar rectangular 785 gr buenas migas 785 g;95.0;buenas migas;785 g;6990.0;;;;;;0
L695004;Crema Bake Pastelera, 78 g;Mezcla Instantánea para Crema Pastelera En Polvo Natura List, 78g;PYP_001;Panadería y Pastelería;R_001;Repostería;naturalist;78 g;1490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001944a.jpg]&sink;;;Lider;;;;;;crema bake pastelera 78 g naturalist 78 g;95.0;naturalist;78 g;1490.0;;;;;;0
L695005;Crema Bake Chantilly, 60 g;Crema Chantilly en Polvo Instantánea Bake Natura List, 60g;PYP_001;Panadería y Pastelería;R_001;Repostería;naturalist;60 g;1490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001946a.jpg]&sink;;;Lider;;;;;;crema bake chantilly 60 g naturalist 60 g;95.0;naturalist;60 g;1490.0;;;;;;0
L695006;Bake Merengue, 180 g;Mezcla para Hacer Merengue Bolsa Sin Azúcar Natura List, 180g;PYP_001;Panadería y Pastelería;R_001;Repostería;naturalist;180 g;3150.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1001948a.jpg]&sink;;;Lider;;;;;;bake merengue 180 g naturalist 180 g;95.0;naturalist;180 g;3150.0;;;;;;0
L695974;Chocolate Kinder Bueno, 129 gr;no info;DYD_001;Desayunos y Dulces;CYC_001;Chocolates y Candy;kinder;129 g;5500.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1003487a.jpg]&sink;;;Lider;;;;;;chocolate kinder bueno 129 gr kinder 129 g;95.0;kinder;129 g;5500.0;;;;;;0
L695976;Chocolate Kinder Maxi, 210 gr;no info;DYD_001;Desayunos y Dulces;CYC_001;Chocolates y Candy;kinder;210 g;5720.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1003489a.jpg]&sink;;;Lider;;;;;;chocolate kinder maxi 210 gr kinder 210 g;95.0;kinder;210 g;5720.0;;;;;;0
L704903;Miel de abejas, 1 kg;Miel de Abejas Pura y 100% Natural Lider, 1kg;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;lider;1 kg;8590.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1003854a.jpg]&sink;;;Lider;;;;;;miel abejas 1 kg lider 1 kg;95.0;lider;1 kg;8590.0;;;;;;1
L696182;Pack Colación Duraznos En Cubos, 1 Un;Duraznos en Cubitos sin Azúcar Pote Pack de Colación Lider, 4Unidades;CO_001;Colaciones;FC_001;Fruta Colación;lider;1 un;2550.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1003866a.jpg]&sink;;;Lider;;;;;;pack colación duraznos cubos 1 lider 1;95.0;lider;1 un;2550.0;;;;;;1
L696183;Pack Colación Duraznos En Cubos Light, 1 Un;no info;CO_001;Colaciones;FC_001;Fruta Colación;lider;1 un;2550.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1003868a.jpg]&sink;;;Lider;;;;;;pack colación duraznos cubos light 1 lider 1;95.0;lider;1 un;2550.0;;;;;;1
L696511;Té Calm Y Relax Organic, 20 Un;Infusión de Hierbas Orgánica Toronjil Melisa y Hojas de Naranja Teekanne, 20Unidades;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;teekanne;20 un;5390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1004444a.jpg]&sink;;;Lider;;;;;;té calm relax organic 20 teekanne 20;95.0;teekanne;20 un;5390.0;;;;;;0
L696517;Té Sleep Y Dream Org, 20 Un;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;teekanne;20 un;5150.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1004450a.jpg]&sink;;;Lider;;;;;;té sleep dream org 20 teekanne 20;95.0;teekanne;20 un;5150.0;;;;;;0
L696519;Té Mystic Ceylan Supremo, 80 Un;Té en Bolsitas Mystic Ceylán Supremo, 80Unidades;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;supremo;80 un;2990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1004452a.jpg]&sink;;;Lider;;;;;;té mystic ceylan supremo 80 supremo 80;95.0;supremo;80 un;2990.0;;;;;;0
L696521;Té Mystic Ceylan, 50 Un;Té en Bolsitas Mystic Ceylán Supremo, 90g;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;supremo;50 un;2090.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1004454a.jpg]&sink;;;Lider;;;;;;té mystic ceylan 50 supremo 50;95.0;supremo;50 un;2090.0;;;;;;0
L696523;Yerba Mate Frutos Del Bosque Supremo, 500 g;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;supremo;500 g;5890.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1004456a.jpg]&sink;;;Lider;;;;;;yerba mate frutos bosque supremo 500 g supremo 500 g;95.0;supremo;500 g;5890.0;;;;;;0
L752445;Infusión Menta Jengibre, 10 Un;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;dilmah;10 un;1990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1004458a.jpg]&sink;;;Lider;;;;;;infusión menta jengibre 10 dilmah 10;95.0;dilmah;10 un;1990.0;;;;;;0
L696796;Mantequilla de Maní Clásica, 500 g;Mantequilla de Maní Suave Great Value, 500g;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;great value;500 g;2750.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1004886a.jpg]&sink;;;Lider;;;;;;mantequilla maní clásica 500 g great value 500 g;95.0;great value;500 g;2750.0;;;;;;0
L696797;Mantequilla de Maní Con Trozos, 1 kg;Matequilla de Maní Crocante Great Value, 1kg;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;great value;1 kg;4950.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1004888a.jpg]&sink;;;Lider;;;;;;mantequilla maní trozos 1 kg great value 1 kg;95.0;great value;1 kg;4950.0;;;;;;0
L696798;Mantequilla de Maní Clásica, 1 kg;Mantequilla de Maní Clásica Great Value, 1kg;DYD_001;Desayunos y Dulces;DYM_001;Dulces Mermeladas y Manjar;great value;1 kg;4950.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1004890a.jpg]&sink;;;Lider;;;;;;mantequilla maní clásica 1 kg great value 1 kg;95.0;great value;1 kg;4950.0;;;;;;0
L697162;Alimento Seco Gatito Sabor Carne y Leche, 1 Kg;no info;MAS_001;Mascotas;G_001;Gato;whiskas;1 kg;5450.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005606a.jpg]&sink;;;Lider;;;;;;alimento seco gatito sabor carne leche 1 kg whiskas 1 kg;95.0;whiskas;1 kg;5450.0;;;;;;0
L697163;Alimento Seco Gato Sabor Pollo, 1 Kg;no info;MAS_001;Mascotas;G_001;Gato;whiskas;1 kg;5350.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005608a.jpg]&sink;;;Lider;;;;;;alimento seco gato sabor pollo 1 kg whiskas 1 kg;95.0;whiskas;1 kg;5350.0;;;;;;0
L697164;Alimento Seco Gato Sabor Carne, 1 Kg;no info;MAS_001;Mascotas;G_001;Gato;whiskas;1 kg;5350.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005610a.jpg]&sink;;;Lider;;;;;;alimento seco gato sabor carne 1 kg whiskas 1 kg;95.0;whiskas;1 kg;5350.0;;;;;;0
L697165;Alimento Seco Gato Sabor Pescado, 1 Kg;no info;MAS_001;Mascotas;G_001;Gato;whiskas;1 kg;5350.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005612a.jpg]&sink;;;Lider;;;;;;alimento seco gato sabor pescado 1 kg whiskas 1 kg;95.0;whiskas;1 kg;5350.0;;;;;;0
L697167;Alimento Seco Gato Sabor Pescado, 3 Kg;no info;MAS_001;Mascotas;G_001;Gato;whiskas;3 kg;11150.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005616a.jpg]&sink;;;Lider;;;;;;alimento seco gato sabor pescado 3 kg whiskas 3 kg;95.0;whiskas;3 kg;11150.0;;;;;;0
L697168;Alimento Seco Gato Sabor Carne, 3 Kg;no info;MAS_001;Mascotas;G_001;Gato;whiskas;3 kg;11150.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005618a.jpg]&sink;;;Lider;;;;;;alimento seco gato sabor carne 3 kg whiskas 3 kg;95.0;whiskas;3 kg;11150.0;;;;;;0
L697355;Pasta Fresca Gnocchitos Papa, 500 g;Pasta Fresca Ñoquitos Con Papa Lider, 500g;PL_001;Platos Preparados;PT_001;Para Terminar en Casa;lider;500 g;1990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005962a.jpg]&sink;;;Lider;;;;;;pasta fresca gnocchitos papa 500 g lider 500 g;95.0;lider;500 g;1990.0;;;;;;1
L697356;Masa Pascualina Con Semillas, 400 g;Masa Pascualina Con Semillas Lider, 400g;PL_001;Platos Preparados;PT_001;Para Terminar en Casa;lider;400 g;2590.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005964a.jpg]&sink;;;Lider;;;;;;masa pascualina semillas 400 g lider 400 g;95.0;lider;400 g;2590.0;;;;;;1
L697357;Pasta Fresca Cappellettitos Pollo Espinaca, 500 g;Pasta Rellena Capelletitos Pasteurizada Con Pollo y Espinaca Líder, 500g;PL_001;Platos Preparados;PT_001;Para Terminar en Casa;lider;500 g;2990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005966a.jpg]&sink;;;Lider;;;;;;pasta fresca cappellettitos pollo espinaca 500 g lider 500 g;95.0;lider;500 g;2990.0;;;;;;1
L697358;Pasta Fresca Raviolitos Carne, 500 g;Pasta Fresca Raviolitos Rellenos Con Carne Lider, 500g;PL_001;Platos Preparados;PT_001;Para Terminar en Casa;lider;500 g;2990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005968a.jpg]&sink;;;Lider;;;;;;pasta fresca raviolitos carne 500 g lider 500 g;95.0;lider;500 g;2990.0;;;;;;1
L697359;Pasta Fresca Raviolitos Espinaca Queso, 500 g;Pasta Fresca Raviolitos Rellenos Con Espinaca y Queso Lider, 500g;PL_001;Platos Preparados;PT_001;Para Terminar en Casa;lider;500 g;2990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005970a.jpg]&sink;;;Lider;;;;;;pasta fresca raviolitos espinaca queso 500 g lider 500 g;95.0;lider;500 g;2990.0;;;;;;1
L697360;Masa Pascualina Hojaldre, 400 g;Masa Pascualina Hojaldre Lider, 400g;PL_001;Platos Preparados;PT_001;Para Terminar en Casa;lider;400 g;2950.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005972a.jpg]&sink;;;Lider;;;;;;masa pascualina hojaldre 400 g lider 400 g;95.0;lider;400 g;2950.0;;;;;;1
L693680;Cafe Fina Seleccion Frasco, 200 gr;Café Instantáneo Fina Selección Intenso Nescafé, 200g;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;nescafe;200 g;8410.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1005973a.jpg]&sink;;;Lider;;;;;;cafe fina seleccion frasco 200 gr nescafe 200 g;95.0;nescafe;200 g;8410.0;;;;;;0
L698296;Caramelos Mini Box Limón/Menta, 28 g;Caramelos de Hierbas Suizas sin Azúcar Caja Limón Menta Ricola, 27.5g;DYD_001;Desayunos y Dulces;CYC_001;Chocolates y Candy;ricola;28 g;1390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1007830a.jpg]&sink;;;Lider;;;;;;caramelos mini box limónmenta 28 g ricola 28 g;95.0;ricola;28 g;1390.0;;;;;;0
L698326;Galleta chips sabor chocolate 0% azúcar, 135 g;Galleta de Avena Chips Chocolate Be Cookies, 135g;DYD_001;Desayunos y Dulces;GYC_001;Galletas y Colaciones Dulces;be cookies;135 g;1490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1007878a.jpg]&sink;;;Lider;;;;;;galleta chips sabor chocolate 0 azúcar 135 g be cookies 135 g;95.0;be cookies;135 g;1490.0;;;;;;0
L698507;Avena sin gluten, 400 g;no info;DYD_001;Desayunos y Dulces;CER_001;Cereales;mi tierra;400 g;3250.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008185a.jpg]&sink;;;Lider;;;;;;avena gluten 400 g tierra 400 g;95.0;mi tierra;400 g;3250.0;;;;;;0
L698508;Galleta Rellena con Crema Sin Azúcar, 147 g;no info;DYD_001;Desayunos y Dulces;GYC_001;Galletas y Colaciones Dulces;gullon;147 g;2440.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008187a.jpg]&sink;;;Lider;;;;;;galleta rellena crema azúcar 147 g gullon 147 g;95.0;gullon;147 g;2440.0;;;;;;0
L698523;Snack Perro Adulto Dentalife Raza Grande Bolsa, 7 Un;no info;MAS_001;Mascotas;PE_001;Perro;dentalife;7 un;2050.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008209a.jpg]&sink;;;Lider;;;;;;snack perro adulto dentalife raza grande bolsa 7 dentalife 7;95.0;dentalife;7 un;2050.0;;;;;;0
L698525;Snack Perro Adulto Dentalife Raza Mediana Bolsa, 7 Un;no info;MAS_001;Mascotas;PE_001;Perro;dentalife;7 un;1950.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008213a.jpg]&sink;;;Lider;;;;;;snack perro adulto dentalife raza mediana bolsa 7 dentalife 7;95.0;dentalife;7 un;1950.0;;;;;;0
L698526;Snack Perro Adulto Dentalife Raza Pequeña Bolsa, 7 Un;no info;MAS_001;Mascotas;PE_001;Perro;dentalife;7 un;2050.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008215a.jpg]&sink;;;Lider;;;;;;snack perro adulto dentalife raza pequeña bolsa 7 dentalife 7;95.0;dentalife;7 un;2050.0;;;;;;0
L698582;Tarta Volcan Chocolate, 1 Un;Volcán con Base de Galleta Bandeja Chocolate Manjar Pulmahue, 580g;PYP_001;Panadería y Pastelería;PAS_001;Pastelería;pulmahue;1 un;6590.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008323a.jpg]&sink;;;Lider;;;;;;tarta volcan chocolate 1 pulmahue 1;95.0;pulmahue;1 un;6590.0;;;;;;0
L698641;Empanada coctel Espinaca Queso refrigerada, 300 g;Empanadas Espinaca Queso Selección, 300g;PL_001;Platos Preparados;COT_001;Cóctel;seleccion;300 g;3790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008441a.jpg]&sink;;;Lider;;;;;;empanada coctel espinaca queso refrigerada 300 g seleccion 300 g;95.0;seleccion;300 g;3790.0;;;;;;0
L698641;Empanada coctel Espinaca Queso refrigerada, 300 g;Empanadas Espinaca Queso Selección, 300g;C_001;Congelados;CC_001;Comidas Congeladas;seleccion;300 g;3790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008441a.jpg]&sink;;;Lider;;;;;;empanada coctel espinaca queso refrigerada 300 g seleccion 300 g;95.0;seleccion;300 g;3790.0;;;;;;0
L698642;Empanada coctel Carne Mechada Queso refrigerada, 300 g;Empanadas Prehorneadas Mechada Queso Selección, 300g;PL_001;Platos Preparados;COT_001;Cóctel;seleccion;300 g;3790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008443a.jpg]&sink;;;Lider;;;;;;empanada coctel carne mechada queso refrigerada 300 g seleccion 300 g;95.0;seleccion;300 g;3790.0;;;;;;0
L698642;Empanada coctel Carne Mechada Queso refrigerada, 300 g;Empanadas Prehorneadas Mechada Queso Selección, 300g;C_001;Congelados;CC_001;Comidas Congeladas;seleccion;300 g;3790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008443a.jpg]&sink;;;Lider;;;;;;empanada coctel carne mechada queso refrigerada 300 g seleccion 300 g;95.0;seleccion;300 g;3790.0;;;;;;0
L698643;Empanada coctel Camarón Queso refrigerada, 240 g;Empanadas Camarón Queso Selección, 240g;C_001;Congelados;CC_001;Comidas Congeladas;seleccion;240 g;4690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008445a.jpg]&sink;;;Lider;;;;;;empanada coctel camarón queso refrigerada 240 g seleccion 240 g;95.0;seleccion;240 g;4690.0;;;;;;0
L698644;Mini Quiche coctel Jamón Queso refrigerada, 350 g;Mini Quiches Jamón Queso Selección, 10Unidades;C_001;Congelados;CC_001;Comidas Congeladas;seleccion;350 g;3790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008447a.jpg]&sink;;;Lider;;;;;;mini quiche coctel jamón queso refrigerada 350 g seleccion 350 g;95.0;seleccion;350 g;3790.0;;;;;;0
L698644;Mini Quiche coctel Jamón Queso refrigerada, 350 g;Mini Quiches Jamón Queso Selección, 10Unidades;PL_001;Platos Preparados;COT_001;Cóctel;seleccion;350 g;3790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008447a.jpg]&sink;;;Lider;;;;;;mini quiche coctel jamón queso refrigerada 350 g seleccion 350 g;95.0;seleccion;350 g;3790.0;;;;;;0
L698645;Mini Quiche coctel Espinaca Crema Queso refrigerada, 350 g;Mini Quiches Espinaca, Crema y Queso Selección, 10Unidades;C_001;Congelados;CC_001;Comidas Congeladas;seleccion;350 g;3790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008449a.jpg]&sink;;;Lider;;;;;;mini quiche coctel espinaca crema queso refrigerada 350 g seleccion 350 g;95.0;seleccion;350 g;3790.0;;;;;;0
L698645;Mini Quiche coctel Espinaca Crema Queso refrigerada, 350 g;Mini Quiches Espinaca, Crema y Queso Selección, 10Unidades;PL_001;Platos Preparados;COT_001;Cóctel;seleccion;350 g;3790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008449a.jpg]&sink;;;Lider;;;;;;mini quiche coctel espinaca crema queso refrigerada 350 g seleccion 350 g;95.0;seleccion;350 g;3790.0;;;;;;0
L698646;Sopaipillas Cóctel refrigeradas 20 Un, 240 g;Sopaipillas Cóctel Con Zapallo Lider, 240g;PL_001;Platos Preparados;COT_001;Cóctel;lider;240 g;2690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008451a.jpg]&sink;;;Lider;;;;;;sopaipillas cóctel refrigeradas 20 240 g lider 240 g;95.0;lider;240 g;2690.0;;;;;;1
L698646;Sopaipillas Cóctel refrigeradas 20 Un, 240 g;Sopaipillas Cóctel Con Zapallo Lider, 240g;C_001;Congelados;CC_001;Comidas Congeladas;lider;240 g;2690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008451a.jpg]&sink;;;Lider;;;;;;sopaipillas cóctel refrigeradas 20 240 g lider 240 g;95.0;lider;240 g;2690.0;;;;;;1
L698647;Sopaipillas refrigeradas 8 Un, 400 g;Sopaipillas Caseras Con Zapallo Lider, 400g;C_001;Congelados;CC_001;Comidas Congeladas;lider;400 g;2690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008453a.jpg]&sink;;;Lider;;;;;;sopaipillas refrigeradas 8 400 g lider 400 g;95.0;lider;400 g;2690.0;;;;;;1
L698647;Sopaipillas refrigeradas 8 Un, 400 g;Sopaipillas Caseras Con Zapallo Lider, 400g;PL_001;Platos Preparados;COT_001;Cóctel;lider;400 g;2690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008453a.jpg]&sink;;;Lider;;;;;;sopaipillas refrigeradas 8 400 g lider 400 g;95.0;lider;400 g;2690.0;;;;;;1
L698653;Empanada Coctel Mix refrigerada, 300 g;no info;PL_001;Platos Preparados;COT_001;Cóctel;seleccion;300 g;3790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/1008463a.jpg]&sink;;;Lider;;;;;;empanada coctel mix refrigerada 300 g seleccion 300 g;95.0;seleccion;300 g;3790.0;;;;;;0
